Waktu (HH:MM:SS.ms),Nilai ADC
10:07:10.250,383
10:07:10.250,432
10:07:10.250,422
10:07:10.250,353
10:07:10.250,339
10:07:10.250,354
10:07:10.250,338
10:07:10.250,340
10:07:10.250,386
10:07:10.250,323
10:07:10.250,338
10:07:10.250,358
10:07:10.255,380
10:07:10.255,368
10:07:10.255,368
10:07:10.256,446
10:07:10.256,413
10:07:10.256,368
10:07:10.257,366
10:07:10.318,389
10:07:10.420,355
10:07:10.523,369
10:07:10.619,346
10:07:10.720,381
10:07:10.822,343
10:07:10.923,296
10:07:11.024,339
10:07:11.125,326
10:07:11.221,368
10:07:11.324,336
10:07:11.423,297
10:07:11.524,310
10:07:11.624,288
10:07:11.724,336
10:07:11.825,336
10:07:11.922,354
10:07:12.017,377
10:07:12.124,329
10:07:12.224,313
10:07:12.316,375
10:07:12.424,590
10:07:12.525,707
10:07:12.625,1142
10:07:12.724,1015
10:07:12.824,998
10:07:12.922,754
10:07:13.024,730
10:07:13.126,1079
10:07:13.226,1130
10:07:13.326,1072
10:07:13.420,1371
10:07:13.527,1586
10:07:13.627,1860
10:07:13.727,3152
10:07:13.827,4095
10:07:13.929,4095
10:07:14.029,4095
10:07:14.129,4095
10:07:14.227,4095
10:07:14.323,4095
10:07:14.426,3257
10:07:14.521,2094
10:07:14.624,2097
10:07:14.729,1927
10:07:14.829,1598
10:07:14.927,1805
10:07:15.023,2467
10:07:15.124,2787
10:07:15.225,2177
10:07:15.324,1367
10:07:15.426,667
10:07:15.528,414
10:07:15.625,523
10:07:15.724,449
10:07:15.826,488
10:07:15.926,498
10:07:16.024,437
10:07:16.128,463
10:07:16.222,426
10:07:16.325,413
10:07:16.426,368
10:07:16.524,358
10:07:16.626,337
10:07:16.725,355
10:07:16.826,323
10:07:16.921,302
10:07:17.027,367
10:07:17.124,313
10:07:17.224,337
10:07:17.323,351
10:07:17.424,308
10:07:17.525,316
10:07:17.627,302
10:07:17.733,321
10:07:17.825,324
10:07:17.926,319
10:07:18.024,320
10:07:18.119,342
10:07:18.222,355
10:07:18.331,368
10:07:18.420,323
10:07:18.521,322
10:07:18.624,311
10:07:18.721,334
10:07:18.823,304
10:07:18.924,294
10:07:19.028,306
10:07:19.124,309
10:07:19.224,289
10:07:19.325,329
10:07:19.424,315
10:07:19.524,320
10:07:19.618,293
10:07:19.723,320
10:07:19.823,286
10:07:19.916,304
10:07:20.024,310
10:07:20.115,306
10:07:20.222,299
10:07:20.321,293
10:07:20.423,314
10:07:20.524,349
