Waktu (HH:MM:SS.ms),Nilai ADC
10:05:35.171,510
10:05:35.171,523
10:05:35.171,565
10:05:35.171,609
10:05:35.171,606
10:05:35.173,589
10:05:35.173,550
10:05:35.173,547
10:05:35.173,534
10:05:35.173,576
10:05:35.175,525
10:05:35.175,558
10:05:35.175,422
10:05:35.175,423
10:05:35.176,355
10:05:35.176,335
10:05:35.176,367
10:05:35.176,363
10:05:35.177,318
10:05:35.252,375
10:05:35.353,363
10:05:35.456,345
10:05:35.555,357
10:05:35.650,374
10:05:35.755,368
10:05:35.854,355
10:05:35.947,463
10:05:36.048,496
10:05:36.155,713
10:05:36.256,774
10:05:36.353,816
10:05:36.457,961
10:05:36.549,1023
10:05:36.655,919
10:05:36.756,1129
10:05:36.854,1424
10:05:36.955,1219
10:05:37.054,1131
10:05:37.156,1010
10:05:37.254,1152
10:05:37.355,1082
10:05:37.453,1695
10:05:37.555,3109
10:05:37.654,2917
10:05:37.755,4095
10:05:37.857,4095
10:05:37.954,4095
10:05:38.051,4095
10:05:38.156,2800
10:05:38.252,2318
10:05:38.354,2000
10:05:38.457,1490
10:05:38.557,1297
10:05:38.656,1172
10:05:38.754,967
10:05:38.851,637
10:05:38.947,922
10:05:39.049,1239
10:05:39.149,1409
10:05:39.256,1302
10:05:39.356,2174
10:05:39.452,1309
10:05:39.554,1590
10:05:39.650,1236
10:05:39.754,791
10:05:39.854,511
10:05:39.953,434
10:05:40.052,336
10:05:40.154,421
10:05:40.254,366
10:05:40.355,394
10:05:40.454,393
10:05:40.554,382
10:05:40.654,400
10:05:40.754,414
10:05:40.854,381
10:05:40.954,400
10:05:41.053,382
10:05:41.154,355
10:05:41.253,369
10:05:41.355,432
10:05:41.449,362
10:05:41.556,367
10:05:41.652,381
10:05:41.753,391
10:05:41.854,353
10:05:41.949,380
10:05:42.055,368
10:05:42.155,362
10:05:42.254,365
10:05:42.354,323
10:05:42.455,400
10:05:42.549,371
10:05:42.654,406
10:05:42.754,432
10:05:42.855,381
10:05:42.955,336
10:05:43.057,359
10:05:43.154,365
10:05:43.254,346
10:05:43.353,387
10:05:43.455,400
10:05:43.554,399
10:05:43.655,398
10:05:43.754,359
10:05:43.853,375
10:05:43.951,370
10:05:44.052,358
10:05:44.155,407
10:05:44.251,393
10:05:44.355,433
10:05:44.452,369
10:05:44.556,385
10:05:44.652,368
10:05:44.753,459
10:05:44.854,464
