Waktu (HH:MM:SS.ms),Nilai ADC
10:06:35.920,433
10:06:35.920,590
10:06:35.920,527
10:06:35.920,458
10:06:35.920,404
10:06:35.920,411
10:06:35.920,432
10:06:35.924,420
10:06:35.925,361
10:06:35.925,338
10:06:35.926,323
10:06:35.927,331
10:06:35.927,397
10:06:35.927,410
10:06:35.927,373
10:06:35.929,400
10:06:35.932,400
10:06:35.932,409
10:06:35.932,368
10:06:35.993,343
10:06:36.097,396
10:06:36.194,336
10:06:36.294,388
10:06:36.394,349
10:06:36.493,333
10:06:36.594,344
10:06:36.695,319
10:06:36.794,339
10:06:36.888,354
10:06:36.994,397
10:06:37.099,403
10:06:37.191,370
10:06:37.295,428
10:06:37.395,474
10:06:37.492,441
10:06:37.594,463
10:06:37.694,448
10:06:37.788,482
10:06:37.895,582
10:06:37.997,591
10:06:38.087,651
10:06:38.194,473
10:06:38.293,624
10:06:38.395,656
10:06:38.493,794
10:06:38.596,1115
10:06:38.697,947
10:06:38.793,948
10:06:38.893,923
10:06:38.994,861
10:06:39.094,937
10:06:39.196,1023
10:06:39.295,1803
10:06:39.395,2254
10:06:39.502,4063
10:06:39.591,4095
10:06:39.697,4095
10:06:39.798,4095
10:06:39.894,4095
10:06:39.995,3218
10:06:40.100,2919
10:06:40.194,1807
10:06:40.300,1694
10:06:40.400,1200
10:06:40.499,919
10:06:40.599,958
10:06:40.691,666
10:06:40.794,735
10:06:40.895,923
10:06:40.998,1041
10:06:41.095,1098
10:06:41.198,1535
10:06:41.293,1193
10:06:41.404,1105
10:06:41.499,650
10:06:41.590,432
10:06:41.694,728
10:06:41.794,643
10:06:41.898,1131
10:06:41.994,1181
10:06:42.098,1744
10:06:42.194,1741
10:06:42.300,1200
10:06:42.391,928
10:06:42.494,705
10:06:42.596,494
10:06:42.694,364
10:06:42.795,341
10:06:42.897,309
10:06:42.999,323
10:06:43.093,318
10:06:43.195,287
10:06:43.292,319
10:06:43.392,313
10:06:43.494,339
10:06:43.597,301
10:06:43.693,282
10:06:43.798,320
10:06:43.894,336
10:06:43.995,353
10:06:44.095,330
10:06:44.193,336
10:06:44.295,327
10:06:44.391,293
10:06:44.497,334
10:06:44.596,291
10:06:44.695,286
10:06:44.793,368
10:06:44.894,323
10:06:44.999,383
10:06:45.092,336
10:06:45.195,353
10:06:45.290,326
10:06:45.392,304
10:06:45.496,336
10:06:45.591,360
10:06:45.694,309
10:06:45.794,381
10:06:45.897,330
10:06:45.996,325
