Waktu (HH:MM:SS.ms),Nilai ADC
16:43:33.125,180
16:43:33.125,199
16:43:33.129,211
16:43:33.129,163
16:43:33.129,193
16:43:33.129,322
16:43:33.129,214
16:43:33.129,208
16:43:33.132,130
16:43:33.132,194
16:43:33.133,208
16:43:33.134,199
16:43:33.135,238
16:43:33.135,299
16:43:33.135,208
16:43:33.137,253
16:43:33.139,176
16:43:33.140,186
16:43:33.140,219
16:43:33.200,290
16:43:33.306,541
16:43:33.400,725
16:43:33.503,992
16:43:33.603,1200
16:43:33.702,1445
16:43:33.800,1649
16:43:33.903,1795
16:43:34.003,1867
16:43:34.110,1954
16:43:34.201,1840
16:43:34.303,1588
16:43:34.402,1326
16:43:34.503,1104
16:43:34.602,907
16:43:34.705,895
16:43:34.806,784
16:43:34.895,624
16:43:35.001,419
16:43:35.096,402
16:43:35.201,256
16:43:35.302,314
16:43:35.401,182
16:43:35.505,195
16:43:35.603,169
16:43:35.696,198
16:43:35.802,162
16:43:35.895,259
16:43:36.002,270
16:43:36.101,527
16:43:36.204,647
16:43:36.307,1296
16:43:36.411,1774
16:43:36.501,2539
16:43:36.602,3207
16:43:36.700,3138
16:43:36.804,3440
16:43:36.904,3324
16:43:37.003,3563
16:43:37.102,2480
16:43:37.204,1967
16:43:37.301,2262
16:43:37.405,1571
16:43:37.502,1584
16:43:37.604,1729
16:43:37.704,1600
16:43:37.799,1452
16:43:37.905,1367
16:43:37.999,1533
16:43:38.106,1521
16:43:38.199,1392
16:43:38.302,1250
16:43:38.401,1314
16:43:38.503,1427
16:43:38.605,1086
16:43:38.705,1122
16:43:38.801,1105
16:43:38.905,976
16:43:39.007,1005
16:43:39.101,878
16:43:39.201,1200
16:43:39.302,1033
16:43:39.402,935
16:43:39.503,647
16:43:39.603,752
16:43:39.705,954
16:43:39.804,833
16:43:39.904,766
16:43:40.004,439
16:43:40.104,240
16:43:40.203,285
16:43:40.303,263
16:43:40.404,263
16:43:40.504,277
16:43:40.603,274
16:43:40.698,194
16:43:40.803,234
16:43:40.895,187
16:43:41.001,267
16:43:41.105,214
16:43:41.206,249
16:43:41.306,148
16:43:41.402,206
16:43:41.503,208
16:43:41.599,177
16:43:41.704,297
16:43:41.800,189
16:43:41.906,223
16:43:42.004,176
16:43:42.107,176
16:43:42.201,133
16:43:42.298,144
16:43:42.402,145
16:43:42.495,161
16:43:42.601,229
16:43:42.704,208
16:43:42.808,177
16:43:42.903,129
16:43:43.004,171
16:43:43.100,206
16:43:43.203,178
