Waktu (HH:MM:SS.ms),Nilai ADC
16:43:09.175,218
16:43:09.175,266
16:43:09.175,198
16:43:09.184,180
16:43:09.184,229
16:43:09.185,208
16:43:09.185,218
16:43:09.185,317
16:43:09.185,263
16:43:09.187,268
16:43:09.188,248
16:43:09.188,242
16:43:09.189,244
16:43:09.190,234
16:43:09.190,293
16:43:09.190,356
16:43:09.190,300
16:43:09.190,336
16:43:09.190,288
16:43:09.254,281
16:43:09.359,194
16:43:09.453,223
16:43:09.556,252
16:43:09.648,256
16:43:09.751,256
16:43:09.853,208
16:43:09.951,270
16:43:10.060,211
16:43:10.150,228
16:43:10.254,267
16:43:10.353,260
16:43:10.453,231
16:43:10.555,210
16:43:10.659,227
16:43:10.751,173
16:43:10.856,227
16:43:10.952,201
16:43:11.056,209
16:43:11.155,258
16:43:11.250,314
16:43:11.359,212
16:43:11.456,225
16:43:11.557,264
16:43:11.650,345
16:43:11.754,246
16:43:11.856,269
16:43:11.956,433
16:43:12.057,539
16:43:12.155,449
16:43:12.258,501
16:43:12.357,784
16:43:12.453,667
16:43:12.554,795
16:43:12.654,874
16:43:12.756,1173
16:43:12.855,2000
16:43:12.957,2928
16:43:13.058,3338
16:43:13.151,3811
16:43:13.253,3915
16:43:13.358,3975
16:43:13.460,4095
16:43:13.553,4095
16:43:13.658,3218
16:43:13.758,2495
16:43:13.857,2933
16:43:13.957,3635
16:43:14.049,2837
16:43:14.153,2397
16:43:14.255,2390
16:43:14.354,2039
16:43:14.455,2692
16:43:14.551,2855
16:43:14.654,2554
16:43:14.757,1943
16:43:14.860,1979
16:43:14.954,1831
16:43:15.055,2192
16:43:15.153,1663
16:43:15.256,1659
16:43:15.355,1392
16:43:15.460,1703
16:43:15.554,1819
16:43:15.655,1719
16:43:15.755,1344
16:43:15.850,1531
16:43:15.955,1434
16:43:16.056,1604
16:43:16.160,1648
16:43:16.253,1081
16:43:16.359,1307
16:43:16.453,1366
16:43:16.554,1047
16:43:16.653,1232
16:43:16.757,1113
16:43:16.854,898
16:43:16.957,993
16:43:17.049,691
16:43:17.151,867
16:43:17.257,605
16:43:17.349,574
16:43:17.451,495
16:43:17.559,474
16:43:17.655,423
16:43:17.750,535
16:43:17.852,564
16:43:17.954,590
16:43:18.053,461
16:43:18.157,409
16:43:18.254,283
16:43:18.351,308
16:43:18.455,271
16:43:18.553,218
16:43:18.653,197
16:43:18.752,261
16:43:18.857,290
16:43:18.954,190
16:43:19.057,147
16:43:19.153,174
16:43:19.257,159
16:43:19.353,165
16:43:19.456,181
16:43:19.553,226
16:43:19.654,176
16:43:19.748,119
16:43:19.857,231
16:43:19.956,278
16:43:20.056,134
16:43:20.156,205
16:43:20.256,163
16:43:20.349,208
16:43:20.450,146
16:43:20.555,147
16:43:20.653,172
16:43:20.757,158
16:43:20.854,154
16:43:20.957,181
16:43:21.058,153
16:43:21.157,138
16:43:21.254,156
16:43:21.352,175
