Waktu (HH:MM:SS.ms),Nilai ADC
09:55:50.623,4095
09:55:50.623,3861
09:55:50.625,3083
09:55:50.626,2471
09:55:50.626,1905
09:55:50.627,1597
09:55:50.627,1232
09:55:50.628,1099
09:55:50.628,1023
09:55:50.628,962
09:55:50.628,970
09:55:50.630,1002
09:55:50.631,1096
09:55:50.632,1008
09:55:50.632,907
09:55:50.632,816
09:55:50.633,814
09:55:50.633,759
09:55:50.634,818
09:55:50.672,821
09:55:50.772,762
09:55:50.874,816
09:55:50.973,808
09:55:51.073,811
09:55:51.166,941
09:55:51.268,1045
09:55:51.374,953
09:55:51.466,869
09:55:51.572,834
09:55:51.673,843
09:55:51.773,841
09:55:51.872,966
09:55:51.972,906
09:55:52.066,725
09:55:52.168,690
09:55:52.273,647
09:55:52.374,609
09:55:52.472,673
09:55:52.573,752
09:55:52.666,769
09:55:52.774,825
09:55:52.864,975
09:55:52.972,1018
09:55:53.076,1113
09:55:53.174,1733
09:55:53.274,1835
09:55:53.373,1977
09:55:53.474,1998
09:55:53.574,1835
09:55:53.675,1702
09:55:53.772,1359
09:55:53.874,1139
09:55:53.979,1034
09:55:54.074,1006
09:55:54.170,797
09:55:54.275,828
09:55:54.374,960
09:55:54.475,1040
09:55:54.579,1023
09:55:54.678,1010
09:55:54.774,944
09:55:54.871,1054
09:55:54.977,1366
09:55:55.074,1706
09:55:55.173,1643
09:55:55.274,1631
09:55:55.374,1581
09:55:55.475,1408
09:55:55.581,1703
09:55:55.675,1616
09:55:55.774,1556
09:55:55.874,1243
09:55:55.974,944
09:55:56.079,875
09:55:56.172,850
09:55:56.270,799
09:55:56.374,898
09:55:56.473,897
09:55:56.569,846
09:55:56.674,826
09:55:56.774,795
09:55:56.876,807
09:55:56.975,797
09:55:57.074,813
09:55:57.175,806
09:55:57.274,821
09:55:57.376,821
09:55:57.473,803
09:55:57.574,789
09:55:57.674,753
09:55:57.776,787
09:55:57.874,833
09:55:57.977,841
09:55:58.074,837
09:55:58.175,802
09:55:58.274,851
09:55:58.372,852
09:55:58.474,879
09:55:58.573,848
09:55:58.674,858
09:55:58.771,884
09:55:58.874,828
09:55:58.972,869
09:55:59.070,838
09:55:59.174,814
09:55:59.274,878
09:55:59.378,859
09:55:59.471,843
09:55:59.576,855
09:55:59.674,880
09:55:59.774,940
09:55:59.872,884
09:55:59.977,869
09:56:00.072,910
09:56:00.175,858
09:56:00.268,881
09:56:00.374,967
09:56:00.471,991
09:56:00.575,960
09:56:00.672,944
09:56:00.776,1088
09:56:00.876,912
09:56:00.974,910
09:56:01.067,925
09:56:01.174,898
09:56:01.275,894
09:56:01.374,870
09:56:01.474,915
09:56:01.574,878
09:56:01.673,923
09:56:01.774,1052
09:56:01.875,859
09:56:01.974,1014
09:56:02.077,1077
09:56:02.174,939
09:56:02.276,886
09:56:02.374,899
09:56:02.478,864
09:56:02.572,848
09:56:02.675,848
09:56:02.773,912
09:56:02.874,892
09:56:02.974,878
09:56:03.074,927
09:56:03.172,1038
09:56:03.272,971
09:56:03.375,855
09:56:03.475,978
09:56:03.574,976
09:56:03.676,918
09:56:03.774,896
09:56:03.875,911
09:56:03.975,933
09:56:04.075,939
09:56:04.175,917
09:56:04.276,880
09:56:04.375,906
09:56:04.476,893
09:56:04.576,913
09:56:04.676,912
09:56:04.778,883
09:56:04.877,863
09:56:04.976,902
09:56:05.071,879
09:56:05.174,902
09:56:05.276,880
09:56:05.371,863
09:56:05.474,885
09:56:05.578,863
09:56:05.673,912
09:56:05.768,857
09:56:05.872,864
09:56:05.976,926
09:56:06.067,889
09:56:06.177,886
09:56:06.279,894
09:56:06.376,902
09:56:06.474,883
09:56:06.575,877
09:56:06.668,903
09:56:06.775,895
09:56:06.874,944
09:56:06.974,945
09:56:07.078,979
09:56:07.178,899
09:56:07.271,989
09:56:07.376,896
09:56:07.474,907
09:56:07.574,875
09:56:07.674,935
09:56:07.774,907
09:56:07.874,949
09:56:07.972,965
09:56:08.076,911
09:56:08.175,837
09:56:08.274,807
09:56:08.374,826
09:56:08.474,829
09:56:08.576,896
09:56:08.674,857
09:56:08.778,836
09:56:08.878,814
09:56:08.974,795
09:56:09.073,816
09:56:09.174,855
09:56:09.274,816
09:56:09.375,775
09:56:09.475,751
09:56:09.574,752
09:56:09.675,721
09:56:09.778,723
09:56:09.875,750
09:56:09.972,685
09:56:10.072,718
09:56:10.173,762
09:56:10.274,720
09:56:10.375,712
09:56:10.475,674
09:56:10.572,720
09:56:10.671,721
09:56:10.776,736
09:56:10.874,766
09:56:10.973,763
09:56:11.075,775
09:56:11.171,746
09:56:11.273,771
09:56:11.377,738
09:56:11.474,858
09:56:11.576,804
09:56:11.672,759
09:56:11.776,789
09:56:11.873,737
09:56:11.974,698
09:56:12.073,698
09:56:12.174,708
09:56:12.274,703
09:56:12.375,694
09:56:12.476,693
09:56:12.573,720
09:56:12.678,720
09:56:12.774,703
09:56:12.872,746
09:56:12.976,779
09:56:13.076,816
09:56:13.174,770
09:56:13.273,737
09:56:13.377,810
09:56:13.474,761
09:56:13.574,767
09:56:13.672,756
09:56:13.774,733
09:56:13.876,747
09:56:13.968,745
09:56:14.078,771
09:56:14.169,731
09:56:14.274,774
09:56:14.375,789
09:56:14.472,771
09:56:14.573,741
09:56:14.683,743
09:56:14.772,738
09:56:14.873,778
09:56:14.973,720
09:56:15.076,714
09:56:15.172,741
09:56:15.275,703
09:56:15.371,693
09:56:15.474,699
09:56:15.572,681
09:56:15.675,722
09:56:15.776,710
09:56:15.873,727
09:56:15.973,704
09:56:16.076,722
09:56:16.174,723
09:56:16.274,706
09:56:16.375,677
09:56:16.478,744
09:56:16.572,723
09:56:16.674,703
09:56:16.776,720
09:56:16.869,690
09:56:16.976,752
09:56:17.072,735
09:56:17.173,714
09:56:17.275,719
09:56:17.374,751
09:56:17.473,762
09:56:17.574,772
09:56:17.672,713
09:56:17.778,753
09:56:17.872,783
09:56:17.967,733
09:56:18.074,761
09:56:18.176,777
09:56:18.274,736
