Waktu (HH:MM:SS.ms),Nilai ADC
10:09:29.097,4095
10:09:29.097,4095
10:09:29.097,2951
10:09:29.098,2192
10:09:29.098,1593
10:09:29.098,1136
10:09:29.100,923
10:09:29.100,830
10:09:29.101,831
10:09:29.101,788
10:09:29.102,640
10:09:29.102,673
10:09:29.103,571
10:09:29.103,652
10:09:29.104,624
10:09:29.104,621
10:09:29.104,655
10:09:29.104,628
10:09:29.109,692
10:09:29.138,721
10:09:29.241,669
10:09:29.336,768
10:09:29.438,710
10:09:29.540,703
10:09:29.640,694
10:09:29.741,649
10:09:29.841,653
10:09:29.941,580
10:09:30.035,653
10:09:30.142,566
10:09:30.243,562
10:09:30.340,592
10:09:30.438,487
10:09:30.536,533
10:09:30.635,486
10:09:30.740,526
10:09:30.836,510
10:09:30.940,532
10:09:31.040,530
10:09:31.140,503
10:09:31.234,439
10:09:31.340,606
10:09:31.435,563
10:09:31.541,585
10:09:31.641,531
10:09:31.736,530
10:09:31.845,611
10:09:31.941,576
10:09:32.041,901
10:09:32.134,1415
10:09:32.242,1489
10:09:32.336,1456
10:09:32.442,1878
10:09:32.550,3540
10:09:32.642,4095
10:09:32.735,3683
10:09:32.842,4095
10:09:32.944,4095
10:09:33.035,4095
10:09:33.137,3918
10:09:33.243,2771
10:09:33.344,3373
10:09:33.443,2803
10:09:33.543,1787
10:09:33.644,1493
10:09:33.739,1746
10:09:33.842,1219
10:09:33.945,916
10:09:34.044,887
10:09:34.143,855
10:09:34.243,644
10:09:34.334,622
10:09:34.443,549
10:09:34.543,598
10:09:34.643,511
10:09:34.743,608
10:09:34.845,461
10:09:34.935,464
10:09:35.041,509
10:09:35.143,571
10:09:35.243,729
10:09:35.344,617
10:09:35.444,646
10:09:35.543,555
10:09:35.635,1130
10:09:35.742,1057
10:09:35.843,709
10:09:35.943,554
10:09:36.043,640
10:09:36.143,957
10:09:36.243,906
10:09:36.343,751
10:09:36.441,759
10:09:36.542,735
10:09:36.643,588
10:09:36.743,569
10:09:36.838,537
10:09:36.942,547
10:09:37.039,495
10:09:37.143,439
10:09:37.243,640
10:09:37.335,786
10:09:37.444,727
10:09:37.543,598
10:09:37.643,489
10:09:37.733,421
