Waktu (HH:MM:SS.ms),Nilai ADC
10:13:57.922,961
10:13:57.922,961
10:13:57.922,967
10:13:57.923,816
10:13:57.923,1125
10:13:57.923,1046
10:13:57.923,995
10:13:57.925,893
10:13:57.925,998
10:13:57.926,925
10:13:57.926,895
10:13:57.926,859
10:13:57.927,784
10:13:57.927,913
10:13:57.928,909
10:13:57.928,927
10:13:57.930,939
10:13:57.932,981
10:13:57.932,835
10:13:57.998,1075
10:13:58.093,929
10:13:58.193,880
10:13:58.288,906
10:13:58.393,1131
10:13:58.493,1155
10:13:58.598,1091
10:13:58.696,997
10:13:58.798,1072
10:13:58.896,1006
10:13:58.993,1056
10:13:59.090,998
10:13:59.197,1131
10:13:59.295,1135
10:13:59.397,1063
10:13:59.496,912
10:13:59.595,959
10:13:59.691,1010
10:13:59.800,1047
10:13:59.892,935
10:13:59.995,931
10:14:00.092,1007
10:14:00.192,900
10:14:00.292,738
10:14:00.399,865
10:14:00.494,885
10:14:00.596,723
10:14:00.694,973
10:14:00.796,973
10:14:00.895,885
10:14:00.995,855
10:14:01.095,830
10:14:01.197,944
10:14:01.304,1008
10:14:01.396,931
10:14:01.499,846
10:14:01.597,859
10:14:01.699,927
10:14:01.798,848
10:14:01.901,871
10:14:01.999,917
10:14:02.099,845
10:14:02.199,975
10:14:02.300,1107
10:14:02.398,930
10:14:02.494,869
10:14:02.600,866
10:14:02.700,909
10:14:02.800,837
10:14:02.894,735
10:14:02.999,944
10:14:03.100,1113
10:14:03.193,819
10:14:03.302,1119
10:14:03.401,963
10:14:03.492,987
10:14:03.594,911
10:14:03.699,910
10:14:03.798,915
10:14:03.896,981
10:14:04.002,1057
10:14:04.103,910
10:14:04.193,859
10:14:04.292,848
10:14:04.399,1008
10:14:04.500,1014
10:14:04.597,1092
10:14:04.701,933
10:14:04.797,1323
10:14:04.891,1326
10:14:04.994,1850
10:14:05.097,2355
10:14:05.192,2498
10:14:05.299,2448
10:14:05.395,2294
10:14:05.500,2245
10:14:05.599,1783
10:14:05.697,1979
10:14:05.798,2160
10:14:05.899,1778
10:14:06.000,1533
10:14:06.101,1968
10:14:06.200,2135
10:14:06.297,1968
10:14:06.398,2064
10:14:06.500,1762
10:14:06.600,1984
10:14:06.702,2446
10:14:06.794,2205
10:14:06.902,1811
10:14:06.994,2023
10:14:07.095,1811
10:14:07.194,1950
10:14:07.300,2382
10:14:07.394,2000
10:14:07.502,1906
10:14:07.601,1231
10:14:07.700,1109
10:14:07.791,1078
10:14:07.899,966
10:14:08.000,1042
10:14:08.099,751
10:14:08.192,790
10:14:08.295,752
10:14:08.398,777
10:14:08.501,801
10:14:08.598,870
10:14:08.699,784
10:14:08.794,819
10:14:08.892,740
10:14:08.998,807
10:14:09.102,1023
10:14:09.201,868
10:14:09.292,922
10:14:09.394,944
10:14:09.500,1137
10:14:09.598,919
10:14:09.699,885
10:14:09.801,848
10:14:09.901,731
10:14:10.001,905
10:14:10.095,1035
10:14:10.196,795
10:14:10.292,799
10:14:10.398,786
10:14:10.496,821
10:14:10.597,896
10:14:10.694,806
10:14:10.794,831
10:14:10.894,761
10:14:11.002,782
10:14:11.097,828
10:14:11.188,830
10:14:11.294,802
10:14:11.398,1042
10:14:11.497,1040
