Feature,RF_Importance,MI_Score,Separation_Score,GENGGAM_Mean,GENGGAM_Std,RELAKS_Mean,RELAKS_Std,TEKUK_Mean,TEKUK_Std,Mean_Range,RF_Norm,MI_Norm,Sep_Norm,Combined_Score
VAR,0.30238203943781977,0.5439944600027102,185.01045697567923,780600.656222328,151361.04637668273,23885.57280766816,24175.93975096251,360216.0931052248,199588.66802296104,756715.0834146598,1.0,1.0,1.0,1.0
SSC,0.22008333380147246,0.5377097785380138,79.76314904107103,49.0,6.831300510639732,95.65384615384616,10.597895291773014,52.6,12.177848742696717,46.65384615384616,0.7278320306677117,0.9884471590672723,0.42507514781502215,0.7137847791833355
WL,0.2590195204045998,0.5392149757483511,44.53755571690311,15412.142857142857,1620.2082611577466,8540.153846153846,2147.8449793652744,14974.0,1837.337884005008,6871.989010989011,0.8565969092812578,0.9912140938818838,0.23265151786708746,0.6934875070100763
MAV,0.09598926523193643,0.3839931004792305,1.947735761558428,829.3929943779142,74.92136414386415,750.9926732237229,352.11622826476247,1042.3206916121167,169.6481400423893,291.32801838839373,0.31744367294564513,0.7058768585204295,0.0,0.3411068438220249
RMS,0.1225258411241714,0.16054468757281692,8.50380797761363,1209.80345869787,106.27179894669592,768.1709443217359,348.8357282222764,1201.268824132951,182.4353398128234,441.63251437613405,0.40520211237402864,0.2951219164474893,0.03581325663998427,0.24537909515383408
ZC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
