Feature,RF_Importance,MI_Score,Separation_Score,Genggam_Mean,Genggam_Std,Tekuk_Mean,Tekuk_Std,Mean_Diff,Std_Ratio,RF_Norm,MI_Norm,Sep_Norm,Combined_Score
WAMP,0.20343784232041812,0.1885927879700755,2.132164472556265,77.75,39.8612175763193,170.0,43.83927865443473,92.25,0.9092580626254455,1.0,1.0,1.0,1.0
MNF,0.16162291972898032,0.1286901905674782,1.6063625026855244,1.6882776843269423,1.0548630913076689,4.966719326381031,2.1688717824638872,3.278441642054089,0.4863648924698924,0.7944584836601906,0.6823706884692633,0.7533952109987305,0.7434081277093947
SSC,0.0772246481472672,0.14964978652707384,1.316708769169546,68.25,18.48197319912929,126.16666666666667,47.073471984822646,57.91666666666667,0.3926197159421118,0.379598246159321,0.7935074725700494,0.6175455909322679,0.5968837698872127
MAV,0.16093010449747464,0.10624282408338215,0.2450482867717483,434.3827803738318,245.87212188678248,353.9391349776016,340.75630993008855,80.44364539623018,0.721548258158902,0.791052946009951,0.5633451057536727,0.11492935461866992,0.4897758021274312
RMS,0.12122860037722952,0.10414385451150232,0.35717277293481897,717.4313890308044,437.19508723211044,522.0074623992623,564.324188626245,195.42392663154214,0.7747232814817187,0.5958999515256969,0.5522154671578804,0.16751652019912064,0.438543979627566
WL,0.1536139648490839,0.05150375939849705,0.6056279979777025,13766.25,9230.045192197056,16160.777777777777,1832.201971770437,2394.5277777777774,5.037678888249236,0.7550904153178112,0.27309506345846735,0.28404375261520576,0.4374097437971614
VAR,0.12010209323971947,0.04158971403553524,0.17374626114741815,424034.2310654565,317099.1891124063,338324.31069268467,518217.71260761406,85709.92037277186,0.611903417034509,0.5903625985698207,0.22052653488602325,0.08148820758612148,0.29745911368065514
MDF,0.0018398268398268395,0.05730223508861365,0.3594442352908508,0.0,0.0,0.17315853766040779,0.5225200066387038,0.17315853766040779,0.0,0.009043680462010997,0.3038410731682165,0.1685818518774543,0.1604888685025606
ZC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
