Waktu (HH:MM:SS.ms),Nilai ADC
16:40:36.891,100
16:40:36.891,88
16:40:36.891,108
16:40:36.891,80
16:40:36.891,46
16:40:36.891,87
16:40:36.891,85
16:40:36.891,96
16:40:36.891,95
16:40:36.898,98
16:40:36.898,95
16:40:36.898,87
16:40:36.900,91
16:40:36.900,99
16:40:36.901,119
16:40:36.901,84
16:40:36.903,87
16:40:36.903,94
16:40:36.903,101
16:40:36.970,47
16:40:37.074,100
16:40:37.173,96
16:40:37.272,93
16:40:37.371,94
16:40:37.476,97
16:40:37.576,87
16:40:37.668,104
16:40:37.773,95
16:40:37.874,98
16:40:37.974,94
16:40:38.065,98
16:40:38.174,98
16:40:38.277,105
16:40:38.372,119
16:40:38.473,128
16:40:38.575,115
16:40:38.675,111
16:40:38.770,99
16:40:38.876,101
16:40:38.975,93
16:40:39.073,86
16:40:39.171,92
16:40:39.273,99
16:40:39.372,96
16:40:39.473,80
16:40:39.571,92
16:40:39.671,94
16:40:39.774,87
16:40:39.869,250
16:40:39.972,774
16:40:40.071,912
16:40:40.172,1060
16:40:40.275,932
16:40:40.373,998
16:40:40.472,1009
16:40:40.571,957
16:40:40.672,1188
16:40:40.775,1217
16:40:40.878,1424
16:40:40.974,1418
16:40:41.073,1594
16:40:41.176,1280
16:40:41.273,1474
16:40:41.375,1408
16:40:41.478,1488
16:40:41.570,1394
16:40:41.677,1245
16:40:41.777,1675
16:40:41.872,1135
16:40:41.975,1423
16:40:42.078,1090
16:40:42.179,1120
16:40:42.274,1122
16:40:42.375,1002
16:40:42.468,890
16:40:42.574,1345
16:40:42.678,1066
16:40:42.772,841
16:40:42.874,986
16:40:42.976,1187
16:40:43.071,960
16:40:43.171,965
16:40:43.272,743
16:40:43.373,994
16:40:43.473,927
16:40:43.579,1039
16:40:43.676,1187
16:40:43.776,1077
16:40:43.875,1354
16:40:43.976,1331
16:40:44.075,1232
16:40:44.171,895
16:40:44.270,563
16:40:44.377,843
16:40:44.477,818
16:40:44.569,611
16:40:44.674,681
16:40:44.767,800
16:40:44.871,794
16:40:44.976,754
16:40:45.074,933
16:40:45.173,906
16:40:45.278,1761
16:40:45.372,2022
16:40:45.477,2384
16:40:45.577,2659
16:40:45.676,2214
16:40:45.777,3376
16:40:45.871,3056
16:40:45.970,2559
