Waktu (HH:MM:SS.ms),Nilai ADC
10:12:18.464,4095
10:12:18.466,2880
10:12:18.466,2231
10:12:18.467,1574
10:12:18.467,1223
10:12:18.467,870
10:12:18.467,703
10:12:18.468,626
10:12:18.468,595
10:12:18.468,560
10:12:18.468,573
10:12:18.468,553
10:12:18.468,464
10:12:18.471,444
10:12:18.471,452
10:12:18.471,451
10:12:18.472,419
10:12:18.473,423
10:12:18.473,406
10:12:18.542,401
10:12:18.637,368
10:12:18.740,432
10:12:18.840,451
10:12:18.941,462
10:12:19.042,447
10:12:19.139,473
10:12:19.242,453
10:12:19.334,511
10:12:19.440,555
10:12:19.535,559
10:12:19.639,557
10:12:19.739,499
10:12:19.838,573
10:12:19.941,710
10:12:20.045,1091
10:12:20.140,1106
10:12:20.239,1172
10:12:20.340,1047
10:12:20.441,1067
10:12:20.541,1120
10:12:20.640,1275
10:12:20.742,1023
10:12:20.841,1263
10:12:20.943,1533
10:12:21.041,1727
10:12:21.141,2005
10:12:21.241,1891
10:12:21.337,2059
10:12:21.441,3334
10:12:21.542,2747
10:12:21.636,3023
10:12:21.742,3469
10:12:21.837,4095
10:12:21.934,3444
10:12:22.041,3414
10:12:22.134,2559
10:12:22.241,2975
10:12:22.342,2095
10:12:22.434,1670
10:12:22.543,1389
10:12:22.643,1463
10:12:22.743,961
10:12:22.842,895
10:12:22.943,782
10:12:23.044,833
10:12:23.135,798
10:12:23.241,815
10:12:23.342,895
10:12:23.435,640
10:12:23.542,798
10:12:23.642,577
10:12:23.742,578
10:12:23.842,693
10:12:23.942,624
10:12:24.033,554
10:12:24.142,638
10:12:24.242,662
10:12:24.341,592
10:12:24.437,568
10:12:24.542,623
10:12:24.643,608
10:12:24.743,663
10:12:24.834,633
10:12:24.940,592
10:12:25.040,560
10:12:25.135,560
