Feature,RF_Importance,MI_Score,Separation_Score,Genggam_Mean,Genggam_Std,Tekuk_Mean,Tekuk_Std,Mean_Diff,Std_Ratio,RF_Norm,MI_Norm,Sep_Norm,Combined_Score
Nilai ADC,1.0,0.28994626767053966,0.4914439758382102,321.3127035830619,534.9610821482764,156.73144189661872,302.40456730596514,164.58126168644316,1.769024479074219,1.0,1.0,1.0,1.0
