Waktu (HH:MM:SS.ms),Nilai ADC
09:44:49.310,1331
09:44:49.310,1205
09:44:49.310,1178
09:44:49.310,1244
09:44:49.310,1297
09:44:49.313,1128
09:44:49.313,1150
09:44:49.313,1196
09:44:49.313,1198
09:44:49.313,1152
09:44:49.313,1152
09:44:49.313,1229
09:44:49.313,1291
09:44:49.316,1282
09:44:49.316,1261
09:44:49.317,1347
09:44:49.317,1309
09:44:49.317,1511
09:44:49.317,1666
09:44:49.387,2032
09:44:49.490,2257
09:44:49.591,2420
09:44:49.688,2437
09:44:49.789,2435
09:44:49.888,2182
09:44:49.986,2318
09:44:50.087,2367
09:44:50.189,2176
09:44:50.292,2123
09:44:50.389,1891
09:44:50.491,1821
09:44:50.588,1661
09:44:50.687,1280
09:44:50.788,1207
09:44:50.887,1344
09:44:50.989,1533
09:44:51.083,1514
09:44:51.195,1601
09:44:51.290,1462
09:44:51.383,1424
09:44:51.490,1449
09:44:51.587,1281
09:44:51.686,1296
09:44:51.791,1126
09:44:51.890,1186
09:44:51.993,1173
09:44:52.089,1023
09:44:52.186,1078
09:44:52.290,1129
09:44:52.386,1066
09:44:52.492,1072
09:44:52.584,1034
09:44:52.690,1070
09:44:52.789,1068
09:44:52.882,1055
09:44:52.990,1095
09:44:53.092,1038
09:44:53.188,1085
09:44:53.282,1093
09:44:53.386,1073
09:44:53.488,1079
09:44:53.588,1057
09:44:53.685,1061
09:44:53.787,1105
09:44:53.889,1110
09:44:53.984,1107
09:44:54.082,1156
09:44:54.185,1095
09:44:54.288,1083
09:44:54.390,1136
09:44:54.483,1086
09:44:54.589,1149
09:44:54.689,1111
09:44:54.784,1075
09:44:54.889,1120
09:44:54.990,1085
09:44:55.086,1067
09:44:55.189,1062
09:44:55.289,1038
09:44:55.389,1057
09:44:55.486,1038
09:44:55.588,1023
09:44:55.688,1040
09:44:55.792,1086
09:44:55.890,1104
09:44:55.989,1087
09:44:56.088,1073
09:44:56.182,1124
09:44:56.283,1061
09:44:56.386,1099
09:44:56.484,1088
09:44:56.590,1059
09:44:56.681,1019
09:44:56.787,1073
09:44:56.890,1104
09:44:56.990,1088
09:44:57.090,1108
09:44:57.185,1129
09:44:57.287,1121
09:44:57.387,1161
09:44:57.488,1161
09:44:57.583,1168
09:44:57.685,1190
09:44:57.785,1201
09:44:57.880,1205
09:44:57.988,1243
09:44:58.088,1189
09:44:58.190,1202
09:44:58.289,1200
09:44:58.389,1195
09:44:58.490,1162
09:44:58.589,1208
09:44:58.690,1148
09:44:58.786,1135
09:44:58.890,1104
09:44:58.984,1196
09:44:59.090,1200
09:44:59.183,1212
09:44:59.287,1199
09:44:59.390,1259
09:44:59.486,1201
09:44:59.587,1298
09:44:59.685,1210
09:44:59.787,1247
09:44:59.889,1197
09:44:59.982,1210
09:45:00.088,1159
09:45:00.186,1242
09:45:00.290,1264
09:45:00.388,1246
09:45:00.489,1169
09:45:00.589,1223
09:45:00.688,1114
09:45:00.785,1123
09:45:00.897,1126
09:45:00.989,1152
09:45:01.082,1124
09:45:01.189,1102
09:45:01.290,1115
09:45:01.389,1059
09:45:01.489,1129
09:45:01.585,1123
09:45:01.688,1120
09:45:01.781,1091
09:45:01.891,1117
09:45:01.985,1153
09:45:02.089,1120
09:45:02.188,1148
09:45:02.289,1126
09:45:02.382,1116
09:45:02.482,1110
09:45:02.590,1104
09:45:02.691,1136
09:45:02.791,1110
09:45:02.890,1104
09:45:02.989,1104
09:45:03.090,1125
09:45:03.188,1088
09:45:03.290,1126
09:45:03.389,1118
09:45:03.491,1138
09:45:03.585,1145
09:45:03.690,1167
09:45:03.785,1093
09:45:03.886,1067
09:45:03.991,1098
09:45:04.092,1103
09:45:04.189,1088
09:45:04.288,1159
09:45:04.390,1190
09:45:04.490,1171
09:45:04.583,1102
09:45:04.692,1156
09:45:04.785,1213
09:45:04.888,1185
09:45:04.988,1162
09:45:05.090,1194
09:45:05.188,1216
09:45:05.290,1185
09:45:05.392,1213
09:45:05.490,1226
09:45:05.591,1178
09:45:05.694,1193
09:45:05.783,1239
09:45:05.890,1152
09:45:05.990,1153
09:45:06.082,1151
09:45:06.187,1159
09:45:06.292,1181
09:45:06.391,1183
09:45:06.483,1152
09:45:06.586,1163
09:45:06.690,1185
09:45:06.783,1145
09:45:06.889,1158
09:45:06.984,1162
09:45:07.087,1156
09:45:07.192,1171
09:45:07.290,1161
09:45:07.382,1105
09:45:07.487,1167
09:45:07.591,1133
09:45:07.683,1155
09:45:07.789,1167
09:45:07.890,1216
09:45:07.984,1101
09:45:08.083,1141
09:45:08.191,1125
09:45:08.294,1239
09:45:08.390,1138
09:45:08.492,1168
09:45:08.590,1168
09:45:08.687,1163
09:45:08.784,1211
09:45:08.889,1199
09:45:08.989,1168
09:45:09.085,1171
09:45:09.194,1185
09:45:09.290,1154
09:45:09.383,1127
09:45:09.487,1163
09:45:09.584,1147
09:45:09.686,1168
09:45:09.790,1177
09:45:09.883,1186
09:45:09.992,1163
09:45:10.084,1145
09:45:10.187,1200
09:45:10.291,1235
09:45:10.390,1149
09:45:10.490,1175
09:45:10.591,1200
09:45:10.692,1255
09:45:10.792,1310
09:45:10.889,1317
09:45:10.990,1317
09:45:11.091,1559
09:45:11.191,1603
09:45:11.287,1492
09:45:11.390,1293
09:45:11.490,1305
09:45:11.593,1582
09:45:11.694,1424
09:45:11.790,1242
09:45:11.890,1296
09:45:11.990,1342
09:45:12.084,1207
09:45:12.190,1233
09:45:12.290,1202
09:45:12.384,1270
09:45:12.495,1267
09:45:12.583,1348
09:45:12.685,1302
09:45:12.784,1302
09:45:12.883,1323
09:45:12.996,1253
09:45:13.083,1372
09:45:13.190,1254
09:45:13.290,1087
09:45:13.390,1073
09:45:13.483,1139
09:45:13.590,1054
09:45:13.692,1066
09:45:13.792,1043
09:45:13.890,1093
09:45:13.990,1084
09:45:14.089,1075
09:45:14.185,1101
09:45:14.282,1104
09:45:14.386,1104
09:45:14.491,1228
09:45:14.589,1227
09:45:14.683,1191
09:45:14.790,1242
09:45:14.890,1199
09:45:14.990,1134
09:45:15.082,1052
09:45:15.190,1050
09:45:15.291,1103
09:45:15.384,1103
09:45:15.492,1102
09:45:15.590,1148
09:45:15.683,1141
09:45:15.791,1117
09:45:15.891,1081
09:45:15.987,1138
09:45:16.090,1092
09:45:16.182,1099
09:45:16.292,1055
09:45:16.390,1146
09:45:16.485,1144
09:45:16.590,1147
09:45:16.690,1310
09:45:16.790,1234
09:45:16.882,1234
09:45:16.990,1225
09:45:17.093,1168
09:45:17.190,1157
09:45:17.292,1424
09:45:17.393,1245
09:45:17.489,1121
09:45:17.585,1135
09:45:17.690,1111
09:45:17.789,1169
09:45:17.881,1179
09:45:17.989,1123
09:45:18.089,1137
09:45:18.192,1154
09:45:18.292,1143
09:45:18.383,1183
09:45:18.490,1127
09:45:18.584,1163
09:45:18.690,1124
09:45:18.790,1129
09:45:18.883,1190
09:45:18.983,1141
09:45:19.092,1153
09:45:19.189,1175
09:45:19.282,1120
09:45:19.390,1235
09:45:19.483,1296
09:45:19.590,1321
09:45:19.692,1312
09:45:19.791,1259
09:45:19.885,1173
09:45:19.990,1226
09:45:20.090,1274
09:45:20.183,1216
09:45:20.286,1179
09:45:20.381,1178
09:45:20.484,1147
09:45:20.591,1176
09:45:20.689,1136
09:45:20.791,1162
09:45:20.893,1136
09:45:20.994,1211
09:45:21.081,1165
09:45:21.190,1155
09:45:21.291,1163
09:45:21.384,1159
09:45:21.487,1157
09:45:21.589,1212
09:45:21.688,1214
09:45:21.792,1123
09:45:21.889,1147
09:45:21.991,1163
09:45:22.090,1173
09:45:22.187,1147
09:45:22.293,1102
